id_lotto,id_pa,id_be,object,id_award_procedure,amount,start_date,id_lsf,id_forma_giuridica,cpv,n_winners
445271,19728400,2469,90072,"RINNOVO CONTRATTUALE DI 24 MESI A SEGUITO DELL`AUTORIZZAZIONE DELLA COMMISSIONE REGIONALE PER L`INVESTIMENTO IN TECNOLOGIA ED EDILIZIA (C.R.I.T.E.) DELLA GARA A PROCEDURA APERTA PER LA FORNITURA TRIENNALE DI MATERIALE PER APPARATO UROGENITALE, ENDOUR",1,40984.0,2018-11-29,3,140,33,1
445533,5727513,32906,89650,APP. E-1722 - FORNITURA DI UN SISTEMA HIGH PERFORMANCE LIQUID CHROMATOGRAPHY ACCOPPIATO A SPETTROMETRO DI MASSA OPERANTE IN MODALITÀ MS3 O SUPERIORE PER IL DIPARTIMENTO DI DIAGNOSTICA E SANITÀ PUBBLICA  DELL'UNIVERSITÀ DI VERONA ,1,250000.0,2018-02-19,3,124,38,1
445699,5814672,29937,99063,Appalto per l&#146;esecuzione dei servizi tecnici di ingegneria e architettura per la direzione lavori e coordinamento della sicurezza in fase di esecuzione relativo agli interventi previsti nella zona Rumerlo di cui al piano degli interventi per i campionati del mondo di Sci Alpino di Cortina 2021.- CUP: J48F17000120001,1,291665.15,2018-08-16,2,18,71,1
445750,5992909,2435,218279,ID 15P053 - Procedura aperta ai sensi dell'art. 60 del D.Lgs. 50/2016 per la fornitura di Apparecchiatura in noleggio e dispositivi per il monitoraggio intraoperatorio (potenziali evocati) dei nervi periferici per UOC Chirurgia del Rachide - Clinica,1,410500.0,2018-01-31,3,139,33,1
445828,5842129,16686,240900,"Appalto n. 95/2016. Servizio di prelievo, trasporto e smaltimento/recupero del percolato da discariche CER 19.07.03 e rifiuti liquidi CER 19.06.03 (opzionale). RISPOSTA ECONOMICA_LOTTO 3",1,264765.8,2017-05-29,2,176,90,1
445894,6075306,2987,91224,"PROCEDURA APERTA PER LA FORNITURA IN SERVICE DI ""SISTEMI COMPLETI E SERVIZI PER IL TRATTAMENTO DIALITICO DEI PAZIENTI, NONCHE' PER LA GESTIONE DEL CENTRO SATELLITE RELATIVAMENTE ALL'ATTIVITA' INFERMIERISTICA"", PER IL PERIODO DI 5 ANNI. LOTTO 4.",1,798600.0,2016-12-01,3,135,85,1
445974,13140550,2985,269645,"Rinnovo della fornitura di sistemi analitici per l'esecuzione degli esami di area Ematologia, Microbiologia, Immunologia, Urine-Proteine-Microscopia chimica, Chimica Clinica - Immunometria, per il Dipartimento di Medicina di Laboratorio, sedi ospedal",1,116000.0,2017-05-25,3,135,33,1
446004,6082306,32890,92423,FORNITURA DI COMPONENTI CONSUMABILI INFORMATICI E ELETTRONICI,1,1100.0,2018-01-15,3,124,31,1
446161,6348324,2948,91035,EROGAZIONE DEL BUONO PASTO AL PERSOLANE DIPENDENTE IN ORDINE AL PERIODO COMPRESO DAL 1.1.2017 AL 31.12.2021,1,360000.0,2017-01-01,2,67,55,1
446204,6292038,6907,89821,GARA A PROCEDURA APERTA TRAMITE MEPA PER L'AFFIDAMENTO DEL SERVIZIO DI TRASPORTO SCOLASTICO PER GLI ALUNNI DELLE SCUOLE PRIMARIE DEL COMUNE DI CASSOLA E DELLA SCUOLA D'INFANZIA DI CASSOLA CAPOLUOGO. A.S. 2018/2019-2019/2020. DETERMINA A CONTRARRE,1,220000.0,2018-09-13,2,15,60,1
446315,6375736,16686,233381,Appalto 59/2016. Servizio raccolta e trasporto rifiuti urbani e assimilati - RISPOSTA TECNICO/ECONOMICA - LOTTO 4,1,7420734.65,2017-07-31,2,176,90,1
446576,6576465,16686,179321,"Appalto 43/2017. Servizio di prelievo, trasporto e recupero rifiuti Cer 19.12.09. Lotto 1.",1,59636.35,2017-12-07,2,176,90,1
447173,6995810,10796,470543,DETERMINAZIONE A CONTRARRE PER L'AFFIDAMENTO DEL SERVIZIO DI TRASPORTO SCOLASTICO  PER GLI ANNI  DAL 2015/2016 AL 2020/2021 CIG: 6166756808 .,1,1902000.0,2016-09-01,2,15,60,1
447218,6903420,2987,92907,PROCEDURA APERTA PER L'AFFIDAMENTO DEI SERVIZI ASSICURATIVI PER L'AZIENDA ULSS N. 9 DI TREVISO PER IL PERIODO DI 36 MESI - COPERTURA ASSICURATIVA DELLA RCA LIBRO MATRICOLA E COPERTURA ASSICURATIVA CONTRO I DANNI ACCIDENTALI AI VEICOLI KASCO,1,649110.0,2016-11-30,2,135,66,1
447273,10222849,22875,310330,Teatro in lingua inglese,1,5000.0,2018-11-10,2,103,80,1
448084,7454039,9533,334507,"PROROGA AFFIDAMENTO SERVIZIO DI ASSISTENZA SOCIALE, PERIODO DAL 01/04/2017 AL 31/12/2017 ALLA COOPERATIVA BASSANO SOLIDALE CIG: ZD81E52E27.",1,5150.0,2017-04-01,2,15,85,1
448085,7454966,2987,96459,GARA REGIONALE NUTRIZIONALI - LOTTO N. 14 FORMULA POLIMERICA  RICCA IN MCT E BCAA INDICATA PER PAZIENTI AFFETTI DA PATOLOGIE EPATICHE ACUTE O CRONICHE,1,10150.0,2017-10-01,3,135,33,1
448103,7437782,2987,89412,LOTTO 1: SERVICE COMPLETO DI APPARECCHIATURE E DI TUTTO IL MATERIALE DI CONSUMO NECESSARIO PER LESECUZIONE DI: 1. BICARBONATO DIALISI;  2. EMODIAFILTRAZIONE ON-LINE AD ALTA EFFICIENZA CON REINFUSIONE (PRE O POST DILUIZIONE); 3. EMODIAFILTRAZIONE CON REINFUSIONE IN SACCHE SENZA TAMPONE ACETATO NEL DIALISATO AFB E/O AFB - K.,1,4130150.0,2016-12-01,3,135,85,1
448117,7430255,30014,87467,SERVIZIO DI COPERTURA ASSICURATIVA DELL'ENTE PER IL PERIODO 2018 - 2023 - LOTTO 3 INCENDIO,1,360000.0,2018-11-01,2,18,66,1
448218,7612672,16686,112980,"Appalto 43/2017. Servizio di prelievo, trasporto e recupero rifiuti Cer 19.12.09. Lotto 3.",1,78676.35,2017-11-15,2,176,90,1
448444,7617865,16686,192615,"APPALTO 50/2017. SERVIZIO RIPARAZIONE E MANUTENZIONE AUTOMEZZI PESANTI, LEGGERI E AUTOMOBILI DI ETRA - BUSTA TECNICO/ECONOMICA LOTTO 2",1,3127882.32,2018-03-21,2,176,50,1
448539,7775793,2987,91224,"LOTTO 5: SERVICE COMPLETO DI APPARECCHIATURE E DI TUTTO IL MATERIALE DI CONSUMO NECESSARIO PER LESECUZIONE DI TRATTAMENTI DI DIALISI PERITONEALE DOMICILIARE, CAPD/APD CON SISTEMA A DOPPIA SACCA COMPARTIMENTATA AD ELEVATA BIOCOMPATIBILITÀ CON TAMPONE LATTATO E BICARBONATO PURO A PH NEUTRO.",1,698610.0,2016-12-01,3,135,85,1
448585,7730900,16686,93045,"Appalto n. 95/2016. Servizio di prelievo, trasporto e smaltimento/recupero del percolato da discariche CER 19.07.03 e rifiuti liquidi CER 19.06.03 (opzionale). RISPOSTA ECONOMICA_LOTTO 2",1,433290.8,2017-05-17,2,176,90,1
448729,7811843,16686,90061,"Appalto n. 21/2017. Servizio di prelievo, trasporto e selezione multimateriale. LOTTO 1 - BUSTA TECNICO/ECONOMICA",1,1255719.24,2017-10-02,2,176,90,1
448799,9100305,25560,14486,VIAGGIO TARVISIO DAL 2/3 AL 3/3/2016,1,4000.0,2017-03-02,2,90,63,1
449169,7909676,13421,2190,AGGIUDICAZIONE DEFINITIVA NON EFFICACE SERVIZIO DI ASSISTENZA DOMICIALIARE PERIODO 1.1.2016 - 31.12.2018 ALL'IMPRESA INSIEME SI PUO' SOCIETA' COOPERATIVA SOCIALE ONLUS,1,103220.0,2016-01-01,2,15,85,2
449170,7909676,13421,89338,AGGIUDICAZIONE DEFINITIVA NON EFFICACE SERVIZIO DI ASSISTENZA DOMICIALIARE PERIODO 1.1.2016 - 31.12.2018 ALL'IMPRESA INSIEME SI PUO' SOCIETA' COOPERATIVA SOCIALE ONLUS,1,103220.0,2016-01-01,2,15,85,2
449192,13540689,2435,112107,KIT CONTROLLO DI QUALITÀ LOTTO 14 - LOTTO 15 - ID 15F195,1,1836.0,2016-11-25,3,139,33,1
449268,8348881,16686,95834,"Gara 76/2016. Servizio di prelievo, trasporto e recupero/smaltimento di rifiuti prodotti dagli impianti Etra di Camposampiero, Limena e San Giorgio delle Pertiche - RISPOSTA ECONOMICA_LOTTO 2",1,656415.8,2017-03-07,2,176,90,1
449345,8501371,16686,96500,Appalto 61/2017. Accordo quadro per l'affidamento della fornitura di acido solforico. Lotto 4. RISPOSTA ECONOMICA.,1,449137.12,2018-05-02,3,176,24,1
449863,8737685,11509,92944,"AFFIDAMENTO SERVIZI ASSICURATIVI A FAVORE DELL'ENTE - PERIODO 30.09.2017-30.09.2020
DETERMINA A CONTRARRE",1,660000.0,2017-09-30,2,15,66,1
450301,9090080,32890,91759,componenti elettronici consumabili,1,390.0,2018-01-25,3,124,31,1
450306,9087307,9971,2190,APPALTO DEL SERVIZIO DI TRASPORTO SCOLASTICO ALUNNI SCUOLA SECONDARIA DI 1° AA.SS. 2018/2019-2019/2020-2020/2021. CIG 7495052891 AGGIUDICATARIO  GR BONAVENTURA DI NOALE. IMPEGNO DI SPESA.,1,143784.3,2018-09-12,2,15,60,2
450342,9046188,13118,262140,NOLEGGIO FUL-SERVICE QUINQUENNALE DI 1 APPARECCHIATURA MULTIFUNZIONE A3 A COLORI MEDIANTE ADESIONE ALLA CONVENZIONE CONSIP - MULTIFUNZIONE 26 LOTTO 4,1,2400.0,2017-08-01,3,15,92,1
450422,9049409,27067,353304,Scambio Polonia - Servizio transfer APT Venezia A/R nei gg. 22/10/2018 e 29/10/2018 + uscita a Trieste del 25/10/2018 - Ditta: Ferrari Massimo,1,1241.82,2018-10-22,2,90,60,1
450752,9407841,10962,128392,DETERMINAZIONE A CONTRARRE PER AFFIDAMENTO QUADRIENNALE SERVIZIO DI ASSISTENZA DOMICILIARE DAL 01.01.2016 AL 31.12.2019,1,134000.0,2016-01-01,2,15,85,1
451094,1426513773,16686,179321,"Appalto 43/2017. Servizio di prelievo, trasporto e recupero rifiuti Cer 19.12.09. Lotto 2.",1,306415.8,2017-12-11,2,176,90,1
451235,9472255,1603,296323,"ASTA PUBBLICA PER LAFFIDAMENTO DEL SERVIZIO DI LOCAZIONE, INSTALLAZIONE, MANUTENZIONE ORDINARIA E STRAORDINARIA  DI POSTAZIONI FISSE OMOLOGATE PER IL SERVIZIO DI CONTROLLO ELETTRONICO DELLA VELOCITA MEDIA CON RILEVAMENTO AUTOMATICO DI INFRAZIONI AL CODICE DELLA STRADA (ART. 142 C.D.S.)",1,765000.0,2016-10-01,2,154,34,1
451464,9793596,30014,85861,SERVIZIO DI COPERTURA ASSICURATIVA DELL'ENTE PER IL PERIODO 2018 - 2023 - LOTTO 2 RC AUTO,1,100000.0,2018-11-01,2,18,66,1
451541,9631482,16686,331176,Appalto n. 36/2016. Istituzione di un accordo quadro con unico operatore economico per lo svolgimento del servizio di supporto all’attività di aggiornamento e riordino della banca dati “Tariffa rifiuti” per conto di ETRA Spa.,1,1330000.0,2016-11-22,2,176,72,1
451871,9985971,2987,322122,SERVIZIO DI MANUTENZIONE ORDINARIA E STRAORDINARIA E PULIZIA DELLE AREE VERDI NELLE SEDI TERRITORIALI DELLAZIENDA ULSS N. 8 DI ASOLO NON IN CONCESSIONE,1,178398.36,2017-04-11,2,135,77,1
451883,9957215,6907,106861,"RINNOVO AFFIDAMENTO IN CONCESSIONE DEL SERVIZIO DI GESTIONE DEL TEATRO AUDITORIUM ""A.VIVALDI"" A FONDAZIONE AIDA DI VERONA - STAGIONE ARTISTICA 2016/2017.",1,26993.0,2016-10-09,2,15,92,1
452055,9762528,8998,194631,COOPERATIVA SOCIALE DI SOLIDARIETA' PROMOZIONE LAVORO DI SAN BONIFACIO C.F./P.IVA 01843260231 - IMPEGNO DI SPESA STIMATO PER LA GESTIONE DEL SERVIZIO DI ASILO NIDO COMUNALE PER L'ANNO EDUCATIVO 2018/2019 - CIG 75456378A1,1,2145000.0,2018-09-01,2,15,85,1
452343,10153258,21104,410633,AFFIDAMENTO SERVIZIO DI TUTELA AMBIENTALE E SICUREZZA SUL LAVORO - INCARICO RSPP 2018-2019,1,1776.32,2018-07-19,2,103,75,1
452605,10675779,16686,86811,Appalto 77/2017. Servizio assistenza e manutenzione di antincendio e sicurezza.,1,996000.0,2018-09-03,2,176,50,1
452673,10631915,32890,84800,Componenti elettronici consumabili (promiscuo),1,530.0,2018-03-07,3,124,31,1
452812,1060227315,8250,87957,INSTALLAZIONE SOFTWARE GSERV-CIM E FORMAZIONE SUL NUOVO APPLICATIVO,1,550.0,2016-05-03,3,15,48,1
453187,10955397,2998,91792,PROCEDURA APERTA PER L’AFFIDAMENTO DELLA FORNITURA IN SERVICE DI LAVAENDOSCOPI CON RELATIVO MATERIALE DI CONSUMO ED ASSISTENZA TECNICA IN FABBISOGNO TRIENNALE ALL’AZIENDA U.L.SS N. 6 “VICENZA,1,367200.0,2017-01-26,3,135,33,1
453199,10943442,16686,100104,"Appalto n. 95/2016. Servizio di prelievo, trasporto e smaltimento/recupero del percolato da discariche CER 19.07.03 e rifiuti liquidi CER 19.06.03 (opzionale). RISPOSTA ECONOMICA_LOTTO 4",1,88365.8,2017-05-19,2,176,90,1
453201,10943469,16686,103022,"Gara 76/2016. Servizio di prelievo, trasporto e recupero/smaltimento di rifiuti prodotti dagli impianti Etra di Camposampiero, Limena e San Giorgio delle Pertiche - RISPOSTA ECONOMICA LOTTO 1",1,1575165.8,2017-02-16,2,176,90,1
453230,10908905,11509,327506,PROGETTO SPRAR IMPEGNO DI SPESA ANNO 2016/2017,1,3452900.0,2016-04-12,2,15,85,1
454069,7641518,2469,93891,"GARA N. 110/2015 - PROCEDURA APERTA SECONDO LA NORMATIVA EUROPEA PER LA FORNITURA TRIENNALE, RINNOVABILE PER ULTERIORI 24 MESI, DI SISTEMI DI DRENAGGIO - VENTIDUE LOTTI - AGGIUDICAZIONE DEFINITIVA - IMPORTO COMPLESSIVO   995.129,60 IVA COMPRESA.",1,4200.0,2016-08-01,3,140,33,1
454398,2240708,10735,27979,SERVIZIO TRASPORTO SCOLASTICO PER IL COMUNE DI PONTE NELLE ALPI ASSOCIATO A SOVERZENE - ANNI SC. DA 2018/2019 A 2020/2021,1,1144323.0,2018-09-12,2,15,60,1
454687,11106338,32890,91759,componenti elettronici consumabili - promiscuo,1,860.0,2018-01-29,3,124,31,1
455630,12244486,32890,91759,componenti elettronici consumabili - promiscuo,1,410.0,2018-02-16,3,124,31,1
457380,13210205,2988,93141,Rinnovo contratti per la fornitura di dispositivi medici per apparato uro-genitale per i PP.OO. di Mestre e di Venezia - Servizi Territoriali e Case di Riposo. Periodo 15.02.2018/14.02.2019.,1,2145.0,2018-02-15,3,135,33,1
458355,13972077,2988,89854,Rinnovo contratti per la fornitura di dispositivi medici per apparato uro-genitale per i PP.OO. di Mestre e di Venezia - Servizi Territoriali e Case di Riposo. Periodo 15.02.2018/14.02.2019.,1,60000.0,2018-02-15,3,135,33,1
458740,14241487,32906,134578,APP. 10-02 SERVIZIO DI GESTIONE E MANUTENZIONE DEGLI IMPIANTI MECCANICI - ELETTRICI - DI SICUREZZA ANTINCENDIO,1,1812000.0,2017-01-01,2,124,50,1
458795,9501840,9533,87866,IMPEGNO DI SPESA PER ACQUISTO REGISTRI DI STATO CIVILE ANNO 2017 E RILEGATURE REGISTRI DI STATO CIVILE E LISTE DI LEVA ANNO 2016. CIG N. ZF91B71648,1,201.78,2017-06-01,3,15,22,1
458844,15609620,15362,86234,"FORNITURA DI N. 2 AUTOSPAZZATRICI STRADALI
ASPIRANTI CON ALIMENTAZIONE A GAS NATURALE",1,400070.0,2018-08-29,3,176,34,1
458901,14503406,32906,1003,Quota anno 2018 - DI-11.01 – “Servizio di connettività tra le sedi dell’Università degli Studi di Verona” CIG 3002516A93 e  “Upgrade del servizio di connettività per la sede di Vicenza” - CIG Z2D16FB149,1,450000.0,2018-07-16,2,124,64,1
458965,14196060,6417,310387,AFFIDAMENTO DELLA GESTIONE IN REGIME DI CONCESSIONE DELL'ASILO NIDO DI CAPOVILLA PER IL PERIODO DAL 01.09.2017 AL 31.08.2021,1,402366.36,2017-09-01,2,15,85,1
459189,15733314,25602,93285,FT 413-FE - 130917 - Summer Camp a Pechino (Cina) 15-300717 - Transfer Verona-Milano Malpensa AR,1,930.0,2017-09-15,2,90,60,1
459590,7877645,2997,91301,Servizio Approvvigionamenti - Procedura aperta per l'aggiudicazione dell'Appalto Specifico per l'affidamento della fornitura di prodotti farmaceutici ``in concorrenza`` (n. 121 Lotti) nell'ambito del Sistema Dinamico di Acquisizione della Pubblica Am,1,14553.0,2016-07-01,3,135,33,1
459806,15073488,11418,93649,SERVIZIO DI REFEZIONE SCOLASTICA PER LA SCUOLA PRIMARIA - AA.SS. DAL 2018/2019 AL 2022/2023 - Lotto 2 Comune di SALIZZOLE -  CIG: 7495468FDA - Comune di SALIZZOLE. CONSEGNA ANTICIPATA DEL SERVIZIO IN VIA D'URGENZA E SOTTO RISERVA DI LEGGE.,1,226005.0,2018-09-11,2,15,55,1
460082,12789279,19744,86743,AFFIDAMENTO SERVIZIO ASSICURATIVO A.S. 16/17,1,5661.6,2016-11-30,2,103,66,1
460741,15747876,30006,89316,SERVIZIO DI SUPPORTO SCOLASTICO INTEGRATO ALUNNI/STUDENTI DISABILI SENSORIALI A.S. 2017/2018,1,1271875.0,2017-09-13,2,18,85,1
461513,15824728,32890,91759,COMPONENETI ELETTRONICI CONSUMABILI,1,620.0,2018-02-28,3,124,31,1
462392,8607439,22834,86743,SERVIZIO DI ASSICURAZIONE ALUNNI E PERSONALE A.S. 2018/2019,1,2629.0,2018-08-07,2,103,66,1
462714,16636161,2988,93141,Rinnovo contratti per la fornitura di dispositivi medici per apparato uro-genitale per i PP.OO. di Mestre e di Venezia - Servizi Territoriali e Case di Riposo. Periodo 15.02.2018/14.02.2019.,1,2070.0,2018-02-15,3,135,33,1
463325,17350278,2988,90446,Rinnovo contratti per la fornitura di dispositivi medici per apparato uro-genitale per i PP.OO. di Mestre e di Venezia - Servizi Territoriali e Case di Riposo. Periodo 15.02.2018/14.02.2019.,1,37144.0,2018-02-15,3,135,33,1
463837,18090906,32890,315406,componenti elettronici consumabili,1,190.0,2018-05-21,3,124,31,1
463928,18096692,32890,91201,Componenti Elettronici consumabili - Promiscuo,1,750.0,2018-10-01,3,124,31,1
463963,1060229767,5944,92572,RIPARAZIONE APPERCCHIO UFFICIO SPORT,1,416.67,2018-02-01,2,15,50,1
463974,17693430,2988,95527,Rinnovo contratti per la fornitura di dispositivi medici per apparato uro-genitale per i PP.OO. di Mestre e di Venezia - Servizi Territoriali e Case di Riposo. Periodo 15.02.2018/14.02.2019.,1,7313.0,2018-02-15,3,135,33,1
464204,18095073,32890,291840,Componenti Elettronici per Laboratorio Progettazione Elettronica - Didattica,1,700.0,2018-11-28,3,124,31,1
464206,18095894,32890,291840,componenti elettronici consumabili,1,170.0,2018-05-02,3,124,31,1
464283,18118910,32890,91759,componeneti elettronici consumabili - promiscuo,1,800.0,2018-05-21,3,124,31,1
464580,18110424,32890,291840,Componenti elettronici consumabili promiscuo,1,280.0,2018-05-10,3,124,31,1
464594,18105876,32890,291840,COMPONENTI ELETTRONICI PER LABORATORI DIDATTICI E DI RICERCA 26/10/2018,1,750.0,2018-11-12,3,124,31,1
464685,6480494,2997,91623,LOTTO 22 - FISSATORE ESTERNO FRATTURE POLSO,1,36628.2,2017-08-31,3,135,33,1
465514,18174609,9533,87866,IMPEGNO DI SPESA PER ACQUISTO MODULISTICA ELETTORALE PER LA GESTIONE DELLE ELEZIONI POLITICHE DEL 4-3-2018.,1,87.5,2018-01-12,3,15,22,1
465795,18175223,30159,84864,Rinnovo contratto servizio ristorazione - ditta Serenissima 01/03/2017-28/02/2020,1,1034775.0,2017-02-07,3,145,55,1
466569,15785110,32490,95271,GESTIONE GLOBALE DEL CICLO DELLE SANZIONI AMMINISTRATIVE DAL 01/07/2017 AL 30/06/2021,1,840000.0,2017-07-31,2,20,72,1
466739,8217924,26454,97919,Pagamento Fattura n.127 del 28/09/2017-noleggio bus 27/09/2017 REGGIO E.,1,600.0,2017-10-25,2,90,60,1
466870,11348365,11893,435782,"AFFIDAMENTO SERVIZIO DI RICOVERO, MANTENIMENTO E CUSTODIA CANI RANDAGI E/O VAGANTI CATTURATI NEL TERRITORIO COMUNALE E ALTRI SERVIZI PER ANIMALI D'AFFEZIONE. APPROVAZIONE CONVENZIONE E ASSUNZIONE RELATIVO IMPEGNO DI SPESA",1,4650.0,2017-01-01,2,15,98,1
467090,8585227,25560,87542,VIAGGIO DI ISTRUZIONE A LISBONA 26 FEB - 2 MARZO 2018,1,6000.0,2018-02-26,2,90,63,1
467433,8828060,27067,90376,ACQUISTO VOLI AGENZIA FULVIA TOUR PER ERASMUS GERMANIA (CLOPPENBURG - BREMA) DAL 11/03/2018 AL 16/03/2018. PARTECIPANTI N. 12 ALUNNI E N. 4 DOCENTI ACCOMPAGNATORI.,1,6000.0,2018-01-18,2,90,39,1
467669,15544927,25602,93285,FT 547-FE - 141118 - Noleggio Pullman per Bosco Chiesanuova (BoscoPark - 031018),1,350.0,2018-11-21,2,90,60,1
467911,949470264,25385,104290,Pagamento Fattura n.0000048/F7 del 01/04/2016 soggiorno studio a Montpellier,1,15120.0,2016-04-02,2,106,63,1
468253,2790350,13719,100101,"Servizio di noleggio a lungo termine di sei veicoli e servizio di gestione degli stessi. 
Lotto 1: Veicoli di utilizzo istituzionale",1,95200.0,2017-12-22,2,176,34,1
468371,12873011,21985,326448,VISITE GUIDATE E VIAGGI DI ISTRUZIONE 2016/2017,1,10000.0,2017-01-17,2,103,63,1
468695,2590635,2998,94533,"LOTTO 23: DEFIBRILLATORE AUTOMATICO TRANSVENOSO BIVENTRICOLARE (CRT-D), CON ELETTROCATETERI ATRIALE, VENTRICOLARE DESTRO DA DEFIBRILLAZIONE, VENTRICOLARE SINISTRO (MONOPOLARE, BIPOLARE E QUADRIPOLARE) E SISTEMA DI INTRODUZIONE IN SENO CORONARICO, CON CONTROLLO REMOTO, COMPATIBILE (CONDITIONAL) CON RMN",1,300000.0,2016-01-01,3,135,33,1
468946,514970,2950,92944,"Servizi assicurativi per l’Ater di Venezia polizza Infortuni cumulativa Commissario straordinario, dirigenti, dipendenti – periodo 30.06.2018/30.11.2021 – lotto 4",1,29041.67,2018-06-30,2,67,66,1
469046,659899,2435,93312,Protesi craniche custom made in peek ID 14P005,1,132000.0,2016-11-01,3,139,33,1
469070,12558669,25560,87542,viaggio istruzione a parigi,1,9500.0,2016-12-19,2,90,63,1
469207,11710421,12487,167807,Fornitura manifesti bando ATER alloggi ERP 2016,1,128.1,2016-09-20,2,15,22,1
469826,6375433,25602,93285,FT 545-FE - 141118 - Scambio Culturale negli USA (Woodbridge) 2809-081018 - Transfer Verona-Venezia AR,1,700.0,2018-11-21,2,90,60,1
469992,6364170,3405,104713,SERVIZIO DI MANUTENZIONE ORDINARIA DEL VERDE DELLE AREE ESTERNE DELLAZIENDA SPECIALE PER IL PORTO DI CHIOGGIA - ASPO,1,84000.0,2017-07-20,2,28,77,1
469993,4869917,30971,290662,N. 11.200 CONTENITORI CARRELLATI DA 120 LITRI VARI COLORI,1,226100.0,2016-02-04,3,154,44,1
470137,10531131,8368,326444,AFFIDAMENTO IN CONCESSIONE DEL SERVIZIO DI TESORERIA COMUNALE PER IL PERIODO 01/01/2017 - 31/12/2021 MEDIANTE PROCEDURA AD EVIDENZA PUBBLICA. DETERMINAZIONE A CONTRARRE E APPROVAZIONE BANDO DI GARA E RELATIVI ALLEGATI -,1,10000.0,2017-01-01,2,15,66,1
470580,8904203,2469,90054,"GARA 226/2015 - PROCEDURA APERTA PER LA FORNITURA TRIENNALE, RINNOVABILE PER ULTERIORI DUE ANNI, DI SISTEMI DIAGNOSTICI PER LO SCREENING DELLE MALATTIE METABOLICHE NEONATALI E DOSAGGIO DEL TRIPSINOGENO IMMUNOREATTIVO CON STRUMENTAZIONE A NOLEGGIO, AI",1,2666668.0,2017-07-01,3,140,33,1
470586,7825294,21104,410633,affidamento incarico RSPP - servizio di tutela ambientale e sicurezza sul lavoro,1,2000.0,2017-07-11,2,103,79,1
470985,18152284,6208,467169,REDAZIONE DEL PIANO DEGLI INTERVENTI E QUADRO CONOSCITIVO DEL COMUNE DI BOVOLONE  AFFIDAMENTO INCARICO PROFESSIONALE  ALLO STUDIO ARCH. ROBERTO RAIMONDI,1,33000.0,2017-12-19,2,15,71,1
471037,8568846,626,225148,LOTTO 1 - IMBARCAZIONI,1,655810.25,2016-06-15,2,176,50,1
471668,497292,6803,155943,RETTIFICA DETERMINAZIONE N. 364 DEL 31/12/2016 ad oggetto: “Procedura aperta per l'affidamento dell'appalto dei  seguenti lavori: REALIZZAZIONE DI PERCORSO CICLABILE TRA IL CAPOLUOGO DI CASALEONE E LA FRAZIONE DI SUSTINENZA (1 stralcio).,1,390000.0,2017-05-29,1,15,45,1
471748,5038929,25602,93285,FT 120-FE - 150317 - Noleggio 1 Pullman per Bosco Chiesanuova (Palaghiaccio - 100317),1,350.0,2017-03-21,2,90,60,1
471974,239380,2435,224199,"aggiudicazione del servizio di ingegneria ed architettura per l'attività di direzione lavori, attività tecnico-amministrative connesse e coordinamento sicurezza in fase di esecuzione per l'appalto di ""Progettazione ed esecuzione dei lavori di ristrut",1,809310.52,2016-03-21,2,139,71,1
472027,14290151,19215,84800,Fornitura di apparecchiature hardware e materiale informatico per plessi e segreteria,1,4534.2,2017-06-07,3,103,30,1
472064,5945581,25560,220066,SCAMBIO CULTURALE CON PFORZHEIM DAL 31/3 AL 7/4  2017,1,5000.0,2017-03-31,2,90,63,1
472439,11564571,12796,322934,"CONCESSIONE AMMINISTRATIVA COMPENDIO IMMOBILIARE ""PARCO PUBBLICO DI VILLA MARGHERITA",1,1886900.0,2018-04-10,2,15,92,1
472456,6321513,2223,99667,LOTTO 3 DELL'AUTOSTRADA A/31DAL KM 0+000 AL KM 89+065 -  COMPRESE LE PERTINENZE ESTERNE.,1,3021210.0,2016-09-12,1,176,45,1
472792,3432549,11721,122212,"SERVIZIO DI ""ATTIVITA' TERRITORIALI A FAVORE DI MINORI GIOVANI E FAMIGLIE DEL COMUNE DI SAN PIETRO IN CARIANO"" PER ANNI UNO DALLA DATA DI AFFIDAMENTO . ASSUNZIONE IMPEGNO DI SPESA PER IL PERIODO GIUGNO-DICEMBRE 2016.",1,80917.0,2016-06-20,2,15,85,1
473099,3469454,582,394007,Polizze assicurative - Lotto 1 RC Inquinamento 2017-2018-2019,1,225000.0,2016-09-06,2,176,66,1
473218,7292621,2985,89854,"Affidamento mediante accordo quadro, della fornitura di dispositivi medici per incontinenti gravi (cateteri vescicali ed esterni e raccoglitori per urina da gamba), per i pazienti territoriali dell'Azienda ULSS n. 1 di Dolomiti per il periodo 01/11/2",1,4500.0,2017-11-01,3,135,33,4
473219,7292621,2985,93141,"Affidamento mediante accordo quadro, della fornitura di dispositivi medici per incontinenti gravi (cateteri vescicali ed esterni e raccoglitori per urina da gamba), per i pazienti territoriali dell'Azienda ULSS n. 1 di Dolomiti per il periodo 01/11/2",1,4500.0,2017-11-01,3,135,33,4
473220,7292621,2985,322244,"Affidamento mediante accordo quadro, della fornitura di dispositivi medici per incontinenti gravi (cateteri vescicali ed esterni e raccoglitori per urina da gamba), per i pazienti territoriali dell'Azienda ULSS n. 1 di Dolomiti per il periodo 01/11/2",1,4500.0,2017-11-01,3,135,33,4
